Date,Low,Open,Volume,High,Close,Adjusted Close
12-12-1980,0.1283479928970337,0.1283479928970337,469033600,0.1289059966802597,0.1283479928970337,0.10003948956727982
15-12-1980,0.12165199965238571,0.12221000343561172,175884800,0.12221000343561172,0.12165199965238571,0.09482035040855408
16-12-1980,0.11272300034761429,0.1132809966802597,105728000,0.1132809966802597,0.11272300034761429,0.08786074817180634
17-12-1980,0.11551299691200256,0.11551299691200256,86441600,0.11607100069522858,0.11551299691200256,0.09003537893295288
18-12-1980,0.11886200308799744,0.11886200308799744,73449600,0.11941999942064285,0.11886200308799744,0.09264572709798813
19-12-1980,0.12611599266529083,0.12611599266529083,48630400,0.12667399644851685,0.12611599266529083,0.09829973429441452
22-12-1980,0.1322540044784546,0.1322540044784546,37363200,0.1328130066394806,0.1322540044784546,0.10308399051427841
23-12-1980,0.13783499598503113,0.13783499598503113,46950400,0.13839299976825714,0.13783499598503113,0.10743402689695358
24-12-1980,0.14508900046348572,0.14508900046348572,48003200,0.14564700424671173,0.14508900046348572,0.11308808624744415
26-12-1980,0.15848200023174286,0.15848200023174286,55574400,0.15904000401496887,0.15848200023174286,0.12352710962295532
29-12-1980,0.16071400046348572,0.16071400046348572,93161600,0.16127200424671173,0.16071400046348572,0.12526683509349823
30-12-1980,0.156808003783226,0.15736599266529083,68880000,0.15736599266529083,0.156808003783226,0.12222230434417725
31-12-1980,0.1523440033197403,0.1529020071029663,35750400,0.1529020071029663,0.1523440033197403,0.11874286085367203
02-01-1981,0.15401799976825714,0.15401799976825714,21660800,0.15513400733470917,0.15401799976825714,0.12004771083593369
05-01-1981,0.15067000687122345,0.15122799575328827,35728000,0.15122799575328827,0.15067000687122345,0.11743814498186111
06-01-1981,0.1439729928970337,0.1445309966802597,45158400,0.1445309966802597,0.1439729928970337,0.1122182086110115
07-01-1981,0.13783499598503113,0.13839299976825714,55686400,0.13839299976825714,0.13783499598503113,0.10743402689695358
08-01-1981,0.13504500687122345,0.13560299575328827,39827200,0.13560299575328827,0.13504500687122345,0.10525940358638763
09-01-1981,0.14229899644851685,0.14229899644851685,21504000,0.14285700023174286,0.14229899644851685,0.1109134703874588
12-01-1981,0.141183003783226,0.14229899644851685,23699200,0.14229899644851685,0.141183003783226,0.11004360765218735
13-01-1981,0.13616099953651428,0.1367190033197403,23049600,0.1367190033197403,0.13616099953651428,0.1061292439699173
14-01-1981,0.1367190033197403,0.1367190033197403,14291200,0.1372770071029663,0.1367190033197403,0.10656419396400452
15-01-1981,0.13950900733470917,0.13950900733470917,14067200,0.140625,0.13950900733470917,0.10873886197805405
16-01-1981,0.13839299976825714,0.13895100355148315,13395200,0.13895100355148315,0.13839299976825714,0.10786890983581543
19-01-1981,0.14676299691200256,0.14676299691200256,41574400,0.14732100069522858,0.14676299691200256,0.11439283937215805
20-01-1981,0.14229899644851685,0.14285700023174286,30083200,0.14285700023174286,0.14229899644851685,0.1109134703874588
21-01-1981,0.14508900046348572,0.14508900046348572,15904000,0.14620499312877655,0.14508900046348572,0.11308808624744415
22-01-1981,0.14676299691200256,0.14676299691200256,35548800,0.1478790044784546,0.14676299691200256,0.11439283937215805
23-01-1981,0.14620499312877655,0.14676299691200256,11222400,0.14732100069522858,0.14620499312877655,0.11395792663097382
